feature,category,correlation,abs_correlation,p_value,significant,n_valid
passing_yardsFromScrimmagePerGame,base,0.258661391772119,0.258661391772119,3.0733122585266085e-206,True,13564
receiving_netYardsPerGame,base,0.258661391772119,0.258661391772119,3.0733122585266085e-206,True,13564
rushing_netYardsPerGame,base,0.258661391772119,0.258661391772119,3.0733122585266085e-206,True,13564
receiving_yardsFromScrimmagePerGame,base,0.258661391772119,0.258661391772119,3.0733122585266085e-206,True,13564
passing_netYardsPerGame,base,0.258661391772119,0.258661391772119,3.0733122585266085e-206,True,13564
rushing_yardsFromScrimmagePerGame,base,0.258661391772119,0.258661391772119,3.0733122585266085e-206,True,13564
passing_interceptionPct,base,-0.2569858438964948,0.2569858438964948,1.6444334329815842e-203,True,13564
scoring_fieldGoals,base,0.24164306415243267,0.24164306415243267,1.851258493234324e-179,True,13564
kicking_fieldGoalsMade,base,0.24164306415243267,0.24164306415243267,1.851258493234324e-179,True,13564
downs_thirdDownConversionPct,base,0.24102095115715633,0.24102095115715633,1.612707693187615e-178,True,13564
miscellaneous_thirdDownConvPct,base,0.24102095115715633,0.24102095115715633,1.612707693187615e-178,True,13564
rushing_stuffs,base,0.23918302238401146,0.23918302238401146,9.311857414214519e-176,True,13564
passing_yardsPerCompletion,base,0.23871127583387053,0.23871127583387053,4.720833078264599e-175,True,13564
diff_total_pointsFor_roll5,rolling,0.2383777145408428,0.2383777145408428,1.7077376985292186e-159,True,12380
defensive_longInterception,base,0.23171493238930901,0.23171493238930901,8.857402875705332e-165,True,13564
diff_total_differential_roll3,rolling,0.22829043681905792,0.22829043681905792,4.294225544558586e-146,True,12380
diff_point_diff_trend,differential,0.22829043681905792,0.22829043681905792,4.294225544558586e-146,True,12380
kicking_fieldGoalAttempts,base,0.2085352032046705,0.2085352032046705,3.810116501992404e-133,True,13564
receiving_catchPct,base,0.20797953727095966,0.20797953727095966,1.9705302003273586e-132,True,13564
passing_completionPct,base,0.20797953727095966,0.20797953727095966,1.9705302003273586e-132,True,13564
diff_total_pointsFor_roll3,rolling,0.20435757296023357,0.20435757296023357,7.64136603598961e-117,True,12380
diff_points_scored_trend,differential,0.20435757296023357,0.20435757296023357,7.64136603598961e-117,True,12380
defensive_fumblesRecovered,base,0.20246849474416234,0.20246849474416234,1.8223388634859636e-125,True,13564
returning_oppFumbleRecoveries,base,0.20246849474416234,0.20246849474416234,1.8223388634859636e-125,True,13564
returning_fumbleRecoveries,base,0.20246849474416234,0.20246849474416234,1.8223388634859636e-125,True,13564
miscellaneous_firstDownsPerGame,base,0.20195682735689144,0.20195682735689144,7.890550823942808e-125,True,13564
kicking_extraPointPct,base,0.20095869827567545,0.20095869827567545,1.3604995730675747e-123,True,13564
diff_win_streak,differential,0.1985673581526015,0.1985673581526015,1.2564714410176505e-110,True,12418
rushing_rushingTouchdownPct,base,0.19781436700111107,0.19781436700111107,9.682972074865524e-120,True,13564
returning_defFumbleReturns,base,0.1974918306504287,0.1974918306504287,2.3848609335256558e-119,True,13564
scoring_defensivePoints,base,0.19340176135624773,0.19340176135624773,1.91369424638516e-114,True,13564
defensive_totalTouchdowns,base,0.19340176135624773,0.19340176135624773,1.91369424638516e-114,True,13564
defensive_defensiveTouchdowns,base,0.19340176135624773,0.19340176135624773,1.91369424638516e-114,True,13564
defensive_yardsAllowedPerGame,base,-0.1930780432055233,0.1930780432055233,4.6273635627235985e-114,True,13564
rushing_rushingBigPlays,base,0.19303455297844485,0.19303455297844485,5.209517731978611e-114,True,13564
downs_firstDownPercentage,base,0.19183969746773383,0.19183969746773383,1.3361549939150992e-112,True,13564
opp_total_differential_roll5,rolling,-0.18505708060650164,0.18505708060650164,7.591607543316806e-96,True,12386
total_pointDifferential_roll5,rolling,0.18398325996763112,0.18398325996763112,2.63025340355274e-103,True,13529
total_differential_roll5,rolling,0.18398325996763112,0.18398325996763112,2.63025340355274e-103,True,13529
total_pointDifferential_std,rolling,0.18242467985604044,0.18242467985604044,1.0182690783901864e-95,True,12735
total_differential_std,rolling,0.18242467985604044,0.18242467985604044,1.0182690783901864e-95,True,12735
rushing_longRushing,base,0.18094475425752948,0.18094475425752948,3.490260212452483e-100,True,13564
defensive_avgInterceptionYards,base,0.17791003056995366,0.17791003056995366,7.311209927077605e-97,True,13564
total_OTWins,base,0.17354761874072183,0.17354761874072183,3.418431491160715e-92,True,13564
total_OTLosses,base,-0.17283259029387946,0.17283259029387946,1.938859980442904e-91,True,13564
kicking_fieldGoalPct,base,0.16860732676822807,0.16860732676822807,4.72508840332264e-87,True,13564
total_leagueWinPercent_roll5,rolling,0.16756659170264693,0.16756659170264693,9.00324972011042e-86,True,13529
total_winPercent_roll5,rolling,0.16756659170264693,0.16756659170264693,9.00324972011042e-86,True,13529
total_wins_roll5,rolling,0.16756659170264693,0.16756659170264693,9.00324972011042e-86,True,13529
total_losses_roll5,rolling,-0.1675610970941841,0.1675610970941841,9.119657783406843e-86,True,13529
streak_20plus,streak,0.16706264847201788,0.16706264847201788,2.9194707860535383e-85,True,13529
defensive_interceptionTouchdowns,base,0.16585824691399323,0.16585824691399323,2.9324235396278737e-84,True,13564
defensiveInterceptions_interceptionTouchdowns,base,0.16585824691399323,0.16585824691399323,2.9324235396278737e-84,True,13564
opp_total_pointsFor_roll5,rolling,-0.16530210131426915,0.16530210131426915,1.3580287331266608e-76,True,12386
rushing_totalPoints_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
passing_totalPointsPerGame_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
total_avgPointsFor_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
receiving_totalPointsPerGame_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
receiving_totalPoints_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
total_pointsFor_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
passing_totalPoints_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
rushing_totalPointsPerGame_roll5,rolling,0.1649712157585842,0.1649712157585842,3.701142793325819e-83,True,13529
receiving_receivingTargets,base,-0.1640212765985429,0.1640212765985429,2.0254654180873333e-82,True,13564
kicking_longFieldGoalMade,base,0.16026103665981348,0.16026103665981348,1.0104693141780984e-78,True,13564
streak_30plus,streak,0.15986302502731495,0.15986302502731495,3.872595940903325e-78,True,13529
total_leagueWinPercent_std,rolling,0.15968521198208302,0.15968521198208302,1.6838770541844204e-73,True,12735
total_winPercent_std,rolling,0.15968521198208302,0.15968521198208302,1.6838770541844204e-73,True,12735
total_wins_std,rolling,0.15968521198208296,0.15968521198208296,1.6838770541844204e-73,True,12735
opp_total_differential_roll3,rolling,-0.15931119567756785,0.15931119567756785,3.3117492997382603e-71,True,12386
opp_point_diff_trend,opponent,-0.15931119567756782,0.15931119567756782,3.3117492997382603e-71,True,12386
total_losses_std,rolling,-0.15763641297326766,0.15763641297326766,1.190879920264881e-71,True,12735
rushing_totalPoints_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
receiving_totalPoints_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
total_pointsFor_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
passing_totalPointsPerGame_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
passing_totalPoints_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
rushing_totalPointsPerGame_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
receiving_totalPointsPerGame_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
total_avgPointsFor_std,rolling,0.15661798253197698,0.15661798253197698,9.6821834874595e-71,True,12735
point_diff_trend,streak,0.1560164440711905,0.1560164440711905,1.815035892226069e-74,True,13529
total_differential_roll3,rolling,0.15601644407119047,0.15601644407119047,1.815035892226069e-74,True,13529
total_pointDifferential_roll3,rolling,0.15601644407119047,0.15601644407119047,1.815035892226069e-74,True,13529
diff_total_pointsAgainst_roll5,rolling,-0.1549518614554335,0.1549518614554335,2.1936037106022665e-67,True,12380
receiving_avgGain,base,0.1529324526327268,0.1529324526327268,8.999061643691055e-72,True,13564
receiving_yardsPerReception,base,0.1529324526327268,0.1529324526327268,8.999061643691055e-72,True,13564
defensive_stuffs,base,0.15059602547065262,0.15059602547065262,1.2547528284907932e-69,True,13564
defensive_avgSackYards,base,0.1501206748511664,0.1501206748511664,3.393346432950738e-69,True,13564
kicking_fieldGoalsMade30_39,base,0.14967676641549993,0.14967676641549993,8.567153473379573e-69,True,13564
kicking_fieldGoalsMade20_29,base,0.14663112103149656,0.14663112103149656,4.560615969566685e-66,True,13564
kicking_fieldGoalAttempts20_29,base,0.14395390995316193,0.14395390995316193,1.017252855866126e-63,True,13564
total_leagueWinPercent_roll3,rolling,0.14231554403684538,0.14231554403684538,3.7892031693665313e-62,True,13529
total_winPercent_roll3,rolling,0.14231554403684538,0.14231554403684538,3.7892031693665313e-62,True,13529
total_wins_roll3,rolling,0.14231554403684535,0.14231554403684535,3.7892031693665313e-62,True,13529
opp_points_scored_trend,opponent,-0.1413313138803526,0.1413313138803526,2.7879235334810398e-56,True,12386
opp_total_pointsFor_roll3,rolling,-0.1413313138803526,0.1413313138803526,2.7879235334810398e-56,True,12386
kicking_fieldGoalAttempts30_39,base,0.1412570408353626,0.1412570408353626,2.127146056024647e-61,True,13564
total_losses_roll3,rolling,-0.1412259256781423,0.1412259256781423,3.2208925630088366e-61,True,13529
receiving_totalPoints_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
points_scored_trend,streak,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
passing_totalPoints_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
passing_totalPointsPerGame_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
rushing_totalPointsPerGame_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
rushing_totalPoints_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
receiving_totalPointsPerGame_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
total_pointsFor_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
total_avgPointsFor_roll3,rolling,0.14002206562842912,0.14002206562842912,3.3594547812208674e-60,True,13529
opp_win_streak,opponent,-0.13937281356724596,0.13937281356724596,6.64547032057514e-55,True,12418
road_winPercent_roll5,rolling,0.13809607346034364,0.13809607346034364,1.3698330159688134e-58,True,13529
road_wins_roll5,rolling,0.1380960734603436,0.1380960734603436,1.3698330159688134e-58,True,13529
miscellaneous_redzoneScoringPct,base,0.13718306474425063,0.13718306474425063,5.5857941237511745e-58,True,13564
miscellaneous_redzoneEfficiencyPct,base,0.13718306474425063,0.13718306474425063,5.5857941237511745e-58,True,13564
defensive_avgStuffYards,base,0.13706661484497512,0.13706661484497512,6.971146784274174e-58,True,13564
road_wins_std,rolling,0.13650744630526787,0.13650744630526787,5.0564341460949296e-54,True,12735
road_winPercent_std,rolling,0.13650744630526784,0.13650744630526784,5.0564341460949296e-54,True,12735
returning_puntReturnsStartedInsideThe20,base,0.13491475742969022,0.13491475742969022,4.0381030072878244e-56,True,13564
win_streak,streak,0.1342090406514647,0.1342090406514647,1.506855507915997e-55,True,13564
home_losses_roll5,rolling,-0.1336046416396841,0.1336046416396841,6.351179065205205e-55,True,13529
scoring_kickExtraPoints_roll5,rolling,0.133018698095293,0.133018698095293,1.8704318108736386e-54,True,13529
kicking_extraPointAttempts_roll5,rolling,0.133018698095293,0.133018698095293,1.8704318108736386e-54,True,13529
scoring_kickExtraPointsMade_roll5,rolling,0.13287516124249837,0.13287516124249837,2.435172274923872e-54,True,13529
kicking_extraPointsMade_roll5,rolling,0.13287516124249837,0.13287516124249837,2.435172274923872e-54,True,13529
diff_points_allowed_trend,differential,-0.13087064258311312,0.13087064258311312,2.0084944256344396e-48,True,12380
diff_total_pointsAgainst_roll3,rolling,-0.13087064258311312,0.13087064258311312,2.0084944256344396e-48,True,12380
returning_puntReturns,base,0.13022736286970898,0.13022736286970898,2.223140846514369e-52,True,13564
scoring_totalPointsPerGame_roll5,rolling,0.12859545455112706,0.12859545455112706,5.555802562931364e-51,True,13529
scoring_totalPoints_roll5,rolling,0.12859545455112706,0.12859545455112706,5.555802562931364e-51,True,13529
kicking_extraPointAttempts_std,rolling,0.12848741720024187,0.12848741720024187,5.1432682112802895e-48,True,12735
scoring_kickExtraPoints_std,rolling,0.12848741720024187,0.12848741720024187,5.1432682112802895e-48,True,12735
scoring_kickExtraPointsMade_std,rolling,0.1280442196330449,0.1280442196330449,1.0773115654513992e-47,True,12735
kicking_extraPointsMade_std,rolling,0.1280442196330449,0.1280442196330449,1.0773115654513992e-47,True,12735
road_OTLosses,base,-0.12694694866456924,0.12694694866456924,7.659512263984833e-50,True,13564
away_OTLosses,base,-0.12694694866456924,0.12694694866456924,7.659512263984833e-50,True,13564
scoring_totalTouchdowns_roll5,rolling,0.12480429418011293,0.12480429418011293,4.222072874686754e-48,True,13529
passing_netPassingYardsPerGame,base,0.12470338591686168,0.12470338591686168,3.813499299045604e-48,True,13564
passing_yardsPerGame,base,0.12470338591686168,0.12470338591686168,3.813499299045604e-48,True,13564
passing_passingYardsPerGame,base,0.12470338591686168,0.12470338591686168,3.813499299045604e-48,True,13564
home_losses_std,rolling,-0.124585842342803,0.124585842342803,3.15494235227754e-45,True,12735
road_winPercent_roll3,rolling,0.12380475049296867,0.12380475049296867,2.346170919552042e-47,True,13529
road_wins_roll3,rolling,0.12380475049296867,0.12380475049296867,2.346170919552042e-47,True,13529
home_pointsAgainst,base,-0.12264103204949565,0.12264103204949565,1.300430373099611e-46,True,13564
away_pointsFor,base,0.12228935907482744,0.12228935907482744,2.3596582159089978e-46,True,13564
scoring_totalPointsPerGame_std,rolling,0.1222467475281954,0.1222467475281954,1.3434157448445143e-43,True,12735
scoring_totalPoints_std,rolling,0.1222467475281954,0.1222467475281954,1.3434157448445143e-43,True,12735
passing_longPassing,base,0.12162286696593103,0.12162286696593103,7.26399111801213e-46,True,13564
receiving_longReception,base,0.12162286696593103,0.12162286696593103,7.26399111801213e-46,True,13564
passing_netYardsPerPassAttempt_roll5,rolling,0.12122424845928559,0.12122424845928559,1.8407949832385125e-45,True,13529
passing_passingTouchdownPct_roll5,rolling,0.12091190540626323,0.12091190540626323,3.1014868038405406e-45,True,13529
scoring_totalTouchdowns_std,rolling,0.119318343998177,0.119318343998177,1.3289430719365856e-41,True,12735
scoring_kickExtraPointsMade_roll3,rolling,0.11714765225587656,0.11714765225587656,1.4969695837269355e-42,True,13529
kicking_extraPointsMade_roll3,rolling,0.11714765225587656,0.11714765225587656,1.4969695837269355e-42,True,13529
kicking_extraPointAttempts_roll3,rolling,0.11708656247895168,0.11708656247895168,1.6521639792028775e-42,True,13529
scoring_kickExtraPoints_roll3,rolling,0.11708656247895168,0.11708656247895168,1.6521639792028775e-42,True,13529
passing_netYardsPerPassAttempt_std,rolling,0.11702786893262367,0.11702786893262367,4.464955436594078e-40,True,12735
home_OTLosses,base,-0.11540398818886985,0.11540398818886985,1.934633882117491e-41,True,13564
scoring_totalPointsPerGame_roll3,rolling,0.11445269768136035,0.11445269768136035,1.1053222244050954e-40,True,13529
scoring_totalPoints_roll3,rolling,0.11445269768136035,0.11445269768136035,1.1053222244050954e-40,True,13529
passing_netYardsPerPassAttempt_roll3,rolling,0.11436182129591672,0.11436182129591672,1.2756129984980935e-40,True,13529
passing_passingTouchdownPct_std,rolling,0.11370295011962926,0.11370295011962926,6.485752412979138e-38,True,12735
passing_passingBigPlays,base,0.11325465847210398,0.11325465847210398,5.7700350016736956e-40,True,13564
receiving_receivingBigPlays,base,0.11325465847210398,0.11325465847210398,5.7700350016736956e-40,True,13564
returning_longPuntReturn,base,0.1126260154669732,0.1126260154669732,1.5386849239879614e-39,True,13564
passing_yardsPerPassAttempt_roll5,rolling,0.11125578552379181,0.11125578552379181,1.5940656669389194e-38,True,13529
passing_QBRating_roll5,rolling,0.1112088570309784,0.1112088570309784,1.7129205276547512e-38,True,13529
passing_quarterbackRating_roll5,rolling,0.1112088570309784,0.1112088570309784,1.7129205276547512e-38,True,13529
road_losses_roll5,rolling,-0.10852254072133462,0.10852254072133462,9.982552388172581e-37,True,13529
miscellaneous_redzoneTouchdownPct,base,0.10836443707015775,0.10836443707015775,1.0267371589163661e-36,True,13564
kicking_longFieldGoalAttempt,base,0.10824080269110614,0.10824080269110614,1.2352372807259977e-36,True,13564
passing_QBRating_std,rolling,0.10786473407539064,0.10786473407539064,2.8553001491179636e-34,True,12735
passing_quarterbackRating_std,rolling,0.10786473407539064,0.10786473407539064,2.8553001491179636e-34,True,12735
scoring_totalTouchdowns_roll3,rolling,0.10779728218198344,0.10779728218198344,2.9404074098453738e-36,True,13529
passing_yardsPerPassAttempt_roll3,rolling,0.10757799330226567,0.10757799330226567,4.0704079422907895e-36,True,13529
kicking_fieldGoalsMade40_49,base,0.10754067340292556,0.10754067340292556,3.504953258315301e-36,True,13564
total_avgPointsAgainst_std,rolling,-0.10741767838828749,0.10741767838828749,5.329145697958544e-34,True,12735
total_pointsAgainst_std,rolling,-0.10741767838828749,0.10741767838828749,5.329145697958544e-34,True,12735
opp_total_pointsAgainst_roll5,rolling,0.10707807570843257,0.10707807570843257,6.48129511995317e-33,True,12386
passing_yardsPerPassAttempt_std,rolling,0.10707412155664707,0.10707412155664707,8.59309542805556e-34,True,12735
home_losses_roll3,rolling,-0.10673046228286702,0.10673046228286702,1.421501300483701e-35,True,13529
punting_puntsInside10Pct,base,0.10644562223157009,0.10644562223157009,1.7666131048583454e-35,True,13564
punting_puntsInside20Pct,base,0.10595583225076652,0.10595583225076652,3.6222906767807344e-35,True,13564
passing_QBRating_roll3,rolling,0.10592005844726467,0.10592005844726467,4.655920133505696e-35,True,13529
passing_quarterbackRating_roll3,rolling,0.10592005844726467,0.10592005844726467,4.655920133505696e-35,True,13529
total_avgPointsAgainst_roll5,rolling,-0.10484486976676095,0.10484486976676095,2.2156133638572527e-34,True,13529
total_pointsAgainst_roll5,rolling,-0.10484486976676095,0.10484486976676095,2.2156133638572527e-34,True,13529
home_winPercent_roll5,rolling,0.10368314027798675,0.10368314027798675,1.1740122260428735e-33,True,13529
home_wins_roll5,rolling,0.10368314027798674,0.10368314027798674,1.1740122260428735e-33,True,13529
defensive_fumbleTouchdowns,base,0.1029491126401128,0.1029491126401128,2.7638149292860235e-33,True,13564
general_defensiveFumblesTouchdowns,base,0.1029491126401128,0.1029491126401128,2.7638149292860235e-33,True,13564
passing_avgGain_roll5,rolling,0.10153801284697958,0.10153801284697958,2.4293322963318195e-32,True,13529
kicking_punts,base,-0.10074566467825782,0.10074566467825782,6.115288650837098e-32,True,13564
punting_puntReturns,base,-0.10074566467825782,0.10074566467825782,6.115288650837098e-32,True,13564
punting_punts,base,-0.10074566467825782,0.10074566467825782,6.115288650837098e-32,True,13564
passing_avgGain_roll3,rolling,0.10000203953120236,0.10000203953120236,2.0446975397252472e-31,True,13529
downs_fourthDownAttempts,base,-0.09971622793824547,0.09971622793824547,2.5392777421771743e-31,True,13564
miscellaneous_fourthDownAttempts,base,-0.09971622793824547,0.09971622793824547,2.5392777421771743e-31,True,13564
passing_passingTouchdownPct_roll3,rolling,0.09934443737774695,0.09934443737774695,5.039371921448099e-31,True,13529
kicking_totalKickingPoints_roll5,rolling,0.09826432382610911,0.09826432382610911,2.188686638312934e-30,True,13529
passing_avgGain_std,rolling,0.097987674658946,0.097987674658946,1.509416060342816e-28,True,12735
road_losses_std,rolling,-0.09590802948523851,0.09590802948523851,2.058127789636228e-27,True,12735
kicking_totalKickingPoints_std,rolling,0.0947596249338238,0.0947596249338238,8.503360148375926e-27,True,12735
rushing_yardsPerRushAttempt,base,0.09272843345111971,0.09272843345111971,2.710822705163262e-27,True,13564
rushing_avgGain,base,0.09272843345111971,0.09272843345111971,2.710822705163262e-27,True,13564
general_fumblesTouchdowns,base,-0.09189115449546949,0.09189115449546949,7.872492396091651e-27,True,13564
opp_points_allowed_trend,opponent,0.09042934153626112,0.09042934153626112,6.519104729515478e-24,True,12386
opp_total_pointsAgainst_roll3,rolling,0.09042934153626112,0.09042934153626112,6.519104729515478e-24,True,12386
kicking_totalKickingPoints_roll3,rolling,0.09040283138123056,0.09040283138123056,5.911518260673301e-26,True,13529
returning_yardsPerPuntReturn,base,0.08775451730037409,0.08775451730037409,1.3245081742262782e-24,True,13564
home_winPercent_std,rolling,0.08714840712746377,0.08714840712746377,6.690395029165132e-23,True,12735
home_wins_std,rolling,0.08714840712746376,0.08714840712746376,6.690395029165132e-23,True,12735
total_pointsAgainst_roll3,rolling,-0.08646640082279755,0.08646640082279755,7.110398712694574e-24,True,13529
total_avgPointsAgainst_roll3,rolling,-0.08646640082279755,0.08646640082279755,7.110398712694574e-24,True,13529
points_allowed_trend,streak,-0.08646640082279755,0.08646640082279755,7.110398712694574e-24,True,13529
miscellaneous_firstDownsRushing_std,rolling,0.08646420266482623,0.08646420266482623,1.444567317012625e-22,True,12735
rushing_rushingFirstDowns_std,rolling,0.08646420266482623,0.08646420266482623,1.444567317012625e-22,True,12735
kicking_fieldGoalAttempts40_49,base,0.08616936268864972,0.08616936268864972,8.869987885626699e-24,True,13564
road_losses_roll3,rolling,-0.08567119671967288,0.08567119671967288,1.8235127423017174e-23,True,13529
miscellaneous_turnOverDifferential_roll5,rolling,0.08414758982477398,0.08414758982477398,1.0816102592592969e-22,True,13529
miscellaneous_firstDownsRushing_roll5,rolling,0.08026521389602116,0.08026521389602116,8.747215949503744e-21,True,13529
rushing_rushingFirstDowns_roll5,rolling,0.08026521389602116,0.08026521389602116,8.747215949503744e-21,True,13529
miscellaneous_turnOverDifferential_std,rolling,0.07836251368317461,0.07836251368317461,8.299715986175031e-19,True,12735
scoring_rushingTouchdowns_std,rolling,0.078138803232264,0.078138803232264,1.0415361673525323e-18,True,12735
rushing_rushingTouchdowns_std,rolling,0.078138803232264,0.078138803232264,1.0415361673525323e-18,True,12735
rushing_rushingYards_std,rolling,0.07793864531877642,0.07793864531877642,1.2754617914349509e-18,True,12735
