feature,count,mean,median,std,min,max,q25,q75,skewness,kurtosis
passing_netPassingYards,13564,192.42369079589844,196.0,93.92684173583984,-91.0,522.0,136.0,255.0,-0.13279166486142627,-0.0656355293024089
returning_kickReturnFairCatchPct,13564,0.29777995440779276,0.0,3.2032968976708402,0.0,100.0,0.0,0.0,15.597845842560004,331.8570054690477
passing_passingYardsAtCatch,13564,91.86176300048828,98.0,75.36355590820312,-17.0,357.0,0.0,148.0,0.2156969542858427,-0.8977122406548026
receiving_receivingTargets,13564,30.60653199646122,32.0,11.384025555269858,0.0,67.0,26.0,38.0,-0.8892093312810042,1.4787889558219165
miscellaneous_totalGiveaways,13564,1.446992039680481,1.0,1.3341870307922363,0.0,9.0,0.0,2.0,0.9088054445345696,0.5953768922968785
punting_grossAvgPuntYards,13564,40.755959577669614,43.5,12.818718503171393,0.0,73.0,39.2,47.5,-2.229177962857229,4.785842555631094
miscellaneous_thirdDownConvPct,13564,35.81734553571675,37.5,16.22867331027004,0.0,91.66666666666666,26.666666666666668,46.666666666666664,-0.4104252144363821,-0.02567669477942669
miscellaneous_turnOverDifferential,13564,-0.04556178118549101,0.0,1.8910032910655041,-8.0,7.0,-1.0,1.0,-0.020864680135545998,0.32461941221155666
receiving_totalOffensivePlays,13564,58.414184606310826,62.0,17.606262230385976,0.0,99.0,55.0,68.0,-2.2517602901157483,5.303639936663176
passing_totalOffensivePlays,13564,58.414184606310826,62.0,17.606262230385976,0.0,99.0,55.0,68.0,-2.2517602901157483,5.303639936663176
rushing_totalOffensivePlays,13564,58.414184606310826,62.0,17.606262230385976,0.0,99.0,55.0,68.0,-2.2517602901157483,5.303639936663176
passing_passingAttempts,13564,33.61478805541992,35.0,12.273879051208496,0.0,72.0,28.0,41.0,-0.9777007617542254,1.6648685703901531
rushing_yardsFromScrimmagePerGame,13564,299.97876732527277,313.0,118.39635224075636,-62.0,727.0,244.0,378.0,-0.7878754048003834,0.7965642818959187
receiving_yardsFromScrimmagePerGame,13564,299.97876732527277,313.0,118.39635224075636,-62.0,727.0,244.0,378.0,-0.7878754048003834,0.7965642818959187
passing_yardsFromScrimmagePerGame,13564,299.97876732527277,313.0,118.39635224075636,-62.0,727.0,244.0,378.0,-0.7878754048003834,0.7965642818959187
rushing_totalYardsFromScrimmage,13564,299.978759765625,313.0,118.39635467529297,-62.0,727.0,244.0,378.0,-0.7878752779770495,0.7965639828490705
